text,coarse_label,fine_label,label,source_line
what actress holds the record for the most appearances on the cover of life ?,HUM,ind,3,2390
"what u.s. congressman said : `` keep the faith , baby '' .",HUM,ind,3,861
what seven digits follow the area code in the number for long distance information ?,NUM,code,5,5208
what color are school buses ?,ENTY,color,2,886
what state did helen keller call home ?,LOC,state,4,3204
what indian tribe is f troop perpetually doing battle with ?,HUM,gr,3,176
what 's the longest river in canada ?,LOC,other,4,3679
what is the name of the woman who was with john belushi when he died ?,HUM,ind,3,2367
"what is the name of actor rex harrison 's son , who starred in a modestly popular tv show during the late 1960's ?",HUM,ind,3,1216
where was lincoln assassinated ?,LOC,other,4,711
"what deck of cards includes the wheel of fortune , the lovers , and death ?",ENTY,other,2,506
what state was herbert hoover born in ?,LOC,state,4,2017
which of the following famous people does not paint as a hobby ?,HUM,ind,3,3185
what u.s. vice-president said : `` some newspapers dispose of their garbage by printing it '' ?,HUM,ind,3,2857
how long should you feed your puppy purina puppy chow ?,NUM,period,5,5299
how many types of lemurs are there ?,NUM,count,5,4088
what did andy hardy 's father do for a living ?,HUM,title,3,3630
what james michener book is subtitled spanish travels and reflections ?,ENTY,cremat,2,1840
how much caffeine is in a 16 oz cup of coffee ?,NUM,count,5,3815
how many cullions does a male have ?,NUM,count,5,5368
"what tv series saw many of its aquatic scenes shot at silver springs , florida ?",ENTY,cremat,2,2953
what currents affect the area of the shetland islands and orkney islands in the north sea ?,DESC,reason,1,4629
what color are tennis balls ?,ENTY,color,2,938
who is the pope ?,HUM,ind,3,1936
what country has the best defensive position in the board game diplomacy ?,LOC,country,4,943
what was fred astaire 's dancing partner 's name ?,HUM,ind,3,5078
"what magazine gives us the cream , not the skim ?",ENTY,cremat,2,1303
what was the name of humphrey bogart 's club in casablanca ?,HUM,gr,3,4568
how deep is a fathom ?,NUM,dist,5,5272
what company is being bought by yahoo and how much is the deal worth ?,HUM,gr,3,904
when is the sun closest to the earth ?,NUM,date,5,3118
what color bottles do good rhine wines come in ?,ENTY,color,2,273
what bay divides maryland 's eastern and western shores ?,LOC,other,4,4237
what is the plural of gulf ?,ENTY,word,2,719
who was the second man to walk on the moon ?,HUM,ind,3,4271
when was the battle of the somme fought ?,NUM,date,5,280
what term means a sexual attraction between a male and a female ?,ENTY,termeq,2,2139
"what is the history of hot wheels cars , and how are they produced ?",DESC,desc,1,4164
what is lmds ?,ABBR,exp,0,4348
who wrote the look of love after viewing ursula andress ?,HUM,ind,3,1634
what are emblazoned on the jolly roger ?,ENTY,other,2,2012
what does the e stand for in the equation e=mc2 ?,ABBR,exp,0,3336
what u.s. state has sagebrush as its state flower ?,LOC,state,4,3100
who made the most appearances in the center square on hollywood squares ?,HUM,ind,3,2605
when is the tulip festival in michigan ?,NUM,date,5,483
who plays shortstop for charlie brown 's baseball team ?,HUM,ind,3,3162
what is a green bog ?,DESC,def,1,567
what homerian epic chronicles events toward the end of the trojan wars ?,ENTY,cremat,2,4115
what animal has the biggest eyes ?,ENTY,animal,2,285
in what year did thatcher gain power ?,NUM,date,5,2324
what does vcr stand for ?,ABBR,exp,0,3342
how long were tyrannosaurus rex 's teeth ?,NUM,dist,5,1913
what southern california town is named after a character made famous by edgar rice burroughs ?,LOC,city,4,4542
how many muscles does the average adult use when going for a walk ?,NUM,count,5,4724
what soft drink tells us to `` go hawaiian '' ?,ENTY,food,2,4694
what two states is washington d.c. between ?,LOC,state,4,5404
"what do the letters d.c. stand for in washington , d.c. ?",ABBR,exp,0,1350
when did beethoven die ?,NUM,date,5,229
who is the worst us president ever ?,HUM,ind,3,667
what scale measures earthquakes ?,ENTY,other,2,4664
what does playboy title its `` continuing dialog on contemporary issues between playboy and its readers '' ?,ENTY,termeq,2,4012
what does btu mean ?,ABBR,exp,0,3622
what is the origin of the word nevermind ?,DESC,desc,1,4270
what is the origin of the term soda jerk ?,DESC,desc,1,4734
what steps can be taken to prevent diabetes ?,DESC,desc,1,3206
what are the arabic numerals from 1 to 10 ?,DESC,desc,1,1962
what is the most heavily caffeinated soft drink ?,ENTY,food,2,785
what president had never held an elected office until he was elected to the white house ?,HUM,ind,3,5264
what city hosted the first winter olympics in asia ?,LOC,city,4,2733
who was the founding member of the pink floyd band ?,HUM,ind,3,288
where can i find a lesson plan for teaching the metric system conversion to american standard ?,LOC,other,4,2900
who was scrooge 's dead partner in dickens 's a christmas carol ?,HUM,ind,3,2821
what is michael jackson 's middle name ?,HUM,ind,3,1846
who was bonnie blue butler 's father ?,HUM,ind,3,2922
what day was pearl harbor attacked in 1942 ?,NUM,date,5,315
who won a pulitzer prize for his novel the caine mutiny ?,HUM,ind,3,2869
name an american made motorcycle .,ENTY,veh,2,4644
what double talking `` professor '' holds a doctorate in nothing ?,HUM,ind,3,729
what 's the most common street name in america ?,LOC,other,4,4508
what are `` inkhorn terms '' ?,DESC,def,1,2236
what does nasdaq stand for ?,ABBR,exp,0,308
where on the internet can i find a song lyrics database similar to the international lyrics server ?,LOC,other,4,117
what countries have the largest armed forces in the world ?,LOC,country,4,1567
name a movie about the sioux indians starring kevin costner .,ENTY,cremat,2,541
how long does it take the typical hen to lay 19 dozen eggs ?,NUM,period,5,1116
what does the number 33 on the rolling rock beer bottle mean ?,DESC,def,1,2200
what 's the international lawn tennis challenge trophy usually called ?,ENTY,termeq,2,2100
what fastener did whitcomb judson patent in 1893 ?,ENTY,other,2,574
where can i look at a perpetual calendar ?,LOC,other,4,1274
what country 's capital was formed when pesth and buda merged ?,LOC,country,4,3981
where is basque country located ?,LOC,other,4,394
who has more dna - a man or a woman ?,HUM,ind,3,474
what european city do nicois live in ?,LOC,city,4,266
how many tenths of the earth 's surface lie under water ?,NUM,count,5,3708
how many elevators do you ride to reach the top floor of the empire state building ?,NUM,count,5,1407
what beer is ` rockin ' america ? '',ENTY,food,2,4110
how do i legally make my own will and testament ?,DESC,manner,1,5423
which type of submarine was bought recently by south korea ?,ENTY,veh,2,4466
how is carbon dioxide removed from natural gas ?,DESC,manner,1,4303
who reports the weather on the `` good morning america '' television show ?,HUM,ind,3,2848
what presidential administration challenged americans to explore the new frontier ?,HUM,gr,3,3046
what is cosmology ?,DESC,def,1,5019
what fraction of a beaver 's life is spent swimming ?,NUM,perc,5,4400
how is an executioner determined ?,DESC,manner,1,3480
"who portrayed etta place , companion to butch cassidey and the sundance kid ?",HUM,ind,3,989
what is the busiest air travel season ?,NUM,date,5,162
what is hypertext ?,DESC,def,1,2284
"when mighty mouse was conceived , what was his original name ?",HUM,ind,3,1765
what constellation contains the twins castor and pollux ?,LOC,other,4,1837
what russian city boasts the hermitage museum ?,LOC,city,4,628
what are the names of jack 's original roommates on three 's company ?,HUM,ind,3,2489
name a flying mammal .,ENTY,animal,2,4206
"what is the address for the main government office in rome , italy ?",LOC,other,4,2601
what is dsl ?,ABBR,exp,0,5316
what is the origin of the city `` corpus christi '' ?,DESC,desc,1,2201
what is the medical term for cancer of the blood ?,ENTY,dismed,2,3161
what is java ?,DESC,def,1,2964
what kind of business is 7-eleven ?,HUM,gr,3,4816
what high school does archie attend ?,HUM,gr,3,2696
"what dropped 1 , 313 feet in 1980 ?",ENTY,other,2,3466
what was the number of people that randy steven craft was convicted of killing ?,NUM,other,5,707
what is the highest mountain in the world ?,LOC,mount,4,671
what is the history of buffalo chicken wings ?,DESC,desc,1,4950
what is the principal river of ireland ?,LOC,other,4,2651
what is prepared mustard ?,DESC,def,1,792
how can you prevent it ?,DESC,manner,1,1599
what natural attractions draw the most visitors in the united states ?,LOC,other,4,3045
what nevada center has been dubbed the biggest little city in the world ?,LOC,city,4,419
which college did dikembe mutombo play basketball at ?,HUM,gr,3,3213
what animal do buffalo wings come from ?,ENTY,animal,2,3375
what does the abbreviation ioc stand for ?,ABBR,exp,0,2593
"what sound does olympia , washington , overlook ?",LOC,other,4,1430
who wrote ` dubliners ' ?,HUM,ind,3,3726
what 's the most extensively grown and eaten food ?,ENTY,food,2,4342
what heavyweight boxer was known as the wild bull of the pampas ?,HUM,ind,3,5082
where did the term `` 86ed '' come from ?,DESC,desc,1,54
"dialing , 900 , 740-tree to have a tree planted will cost how much ?",NUM,money,5,2916
what is a tonne ?,DESC,def,1,3096
what is a specimen of basidiomycetes ?,DESC,def,1,5100
how come light bulbs go out ?,DESC,reason,1,2758
"what sport features slotbacks , tailbacks , and touchbacks ?",ENTY,sport,2,4170
what are pushed and coupled in hump yards ?,ENTY,other,2,2731
what sport was the first televised in the u.s. ?,ENTY,sport,2,3318
what is jane goodall known for ?,DESC,reason,1,429
what is the quickest and easiest way to get nail polish out of clothes ?,ENTY,techmeth,2,1285
what does ouija mean ?,DESC,def,1,3201
where can i find information on the narragansett indians and other tribes in rhode island ?,LOC,other,4,661
where did the japanese imperial forces surrender to end wwii ?,LOC,other,4,4943
"what nuclear-powered russian submarine sank in the norwegian sea on april 7 , 1989 ?",ENTY,veh,2,2552
what 's the largest letter in salvador dali 's signature ?,ENTY,letter,2,1356
what is the largest office block in the world ?,LOC,other,4,3159
what country are you in if you woo in the wu dialect ?,LOC,country,4,1780
why was curious george curious ?,DESC,reason,1,5193
how many different languages are spoken in europe ?,NUM,count,5,1016
who is always trying to get the rent from andy capp ?,HUM,ind,3,1104
who is coronado ?,HUM,desc,3,634
who was the only president to serve two nonconsecutive terms ?,HUM,ind,3,2843
what two caribbean countries share the island of hispaniola ?,LOC,country,4,5340
when were the olympic games in which nadia comaneci became popular played ?,NUM,date,5,1299
what is the fastest growing state in the u.s.a. in 1998 ?,LOC,state,4,2315
why do people shake hands to show friendliness ?,DESC,reason,1,3661
how many hours of work does it take a typist to complete a 100-page screenplay ?,NUM,count,5,4773
what english word contains the most letters ?,ENTY,word,2,4210
who 's won the most oscars for costume design ?,HUM,ind,3,2459
what is the hub of london ?,DESC,def,1,1186
what u.s. state 's biggest lake is lake sam rayburn ?,LOC,state,4,2328
how you can raise your iq ?,DESC,manner,1,147
"where is the actress , marion davies , buried ?",LOC,other,4,997
what country is famous for persian rugs ?,LOC,country,4,5297
what is butterfield 8 in butterfield 8 ?,DESC,def,1,3138
what girl 's name is `` teddy '' an affectionate form of ?,HUM,ind,3,316
what was the name of sergeant preston of the yukon 's lead dog ?,ENTY,animal,2,4125
where is poe 's birthplace ?,LOC,other,4,2389
what continent 's name appears on the upper left corner of a budweiser label ?,LOC,other,4,1173
"what do i need to do to take my dog with me to live in dominica , west indies for a year ?",DESC,desc,1,516
what did n't rocky marciano do in his pro boxing career ?,DESC,desc,1,1665
what is chromatology ?,DESC,def,1,2890
what month did the edmund fitzgerald sink ?,NUM,date,5,3523
in what year did hitler gain power of germany ?,NUM,date,5,1210
how does a scientific calculator work ?,DESC,manner,1,1753
"what are the words to the cd eminem 's , or slim shady , `` my name is '' ?",DESC,desc,1,3609
what is cunnilingus ?,DESC,def,1,3763
name 11 famous martyrs .,HUM,ind,3,23
what ill-fated craft was captained by ernst lehmann ?,ENTY,veh,2,3146
who is count cinzano ?,HUM,desc,3,2458
what southeast asian country has the wang river joining the ping river at tak ?,LOC,country,4,3274
how far away is the moon ?,NUM,dist,5,3134
what are the names of the tourist attractions in reims ?,LOC,other,4,69
what new orleans d.a. claimed : `` my staff and i solved the assassination weeks ago '' ?,HUM,ind,3,3813
"what month , date , and year did charles i die ?",NUM,date,5,1811
what famous events have happened on march 27 ?,ENTY,event,2,1592
what does the name gina mean ?,DESC,def,1,650
what is the meaning of the name kathryn ?,DESC,def,1,3462
why do recipe books recommend starting with cold water when you boil something ?,DESC,reason,1,1020
what is 55 times sweeter than cane sugar ?,ENTY,food,2,4448
who is the prophet of medina ?,HUM,ind,3,2363
what ever happened to the once popular yale lock company ?,DESC,desc,1,1733
what country 's royal house is bourbon-parma ?,LOC,country,4,3209
in what city is the us declaration of independence located ?,LOC,city,4,1694
"who manufactures the software , `` photoshop '' ?",HUM,gr,3,4265
how is cologne made ?,DESC,manner,1,2813
who is the superstar in rent-a-cars ?,HUM,ind,3,508
what u.s. state is dixville notch in ?,LOC,state,4,1436
what musical instrument did sherlock holmes play ?,ENTY,instru,2,1013
who is known as `` the world 's oldest teenager '' ?,HUM,ind,3,1242
what are you caught in if a haboob blows up ?,ENTY,other,2,3284
what phenomenon would you expect to read about in the monthly publication the bigfoot news ?,ENTY,event,2,2584
how many member states are in the un ?,NUM,count,5,1542
what is main reason for that electric vehicles can 't be popular nowadays ?,DESC,reason,1,2507
when did gothic art and architecture flourish ?,NUM,date,5,2303
where can i get cotton textiles importer details ?,LOC,other,4,2887
where is microsoft 's corporate headquarters located ?,LOC,other,4,4290
who invented the stock ticker in 1870 ?,HUM,ind,3,3564
what year was the naacp founded ?,NUM,date,5,2323
what does the word `` opera '' mean ?,DESC,def,1,5169
what 's a perfect score in a gymnastics exercise ?,NUM,other,5,2991
what country offered albert einstein its presidency in 1952 ?,LOC,country,4,2951
how does the car in `` christine '' become possessed ?,DESC,manner,1,3650
who is the director of intergovernmental affairs for the san diego county ?,HUM,ind,3,3392
when was the battle of hastings ?,NUM,date,5,549
what actor married john f. kennedy 's sister ?,HUM,ind,3,795
what is the largest lake in north america ?,LOC,other,4,1631
what is an ecological niche ?,DESC,def,1,3853
what novel did ian fleming introduce james bond in ?,ENTY,cremat,2,1232
what is the correct way to abbreviate cc. at the bottom of a business letter ?,ABBR,abb,0,4310
what 's a craps player called ?,ENTY,termeq,2,5321
why do horseshoes bring luck ?,DESC,reason,1,185
what do you call the feeling of having experienced something before ?,ENTY,termeq,2,2066
what country is the setting for edgar allan poe 's the pit and the pendulum ?,LOC,country,4,1802
name the lawyer for randy craft .,HUM,ind,3,1196
what was the sequel to the moon 's balloon ?,ENTY,cremat,2,1577
what nationality is gorbachev ?,LOC,country,4,5354
what color poker chip is usually assigned the lowest value ?,ENTY,color,2,2369
what are john c. calhoun and henry clay known as ?,ENTY,termeq,2,2646
what does necrosis mean ?,ABBR,exp,0,1717
what is the predominant color of the tab label ?,ENTY,color,2,2629
what is the abbreviated expression for the national bureau of investigation ?,ABBR,abb,0,669
what army 's motto is blood and fire ?,HUM,gr,3,1486
what does the dot on the letter i mean ?,DESC,def,1,4732
how do they find or choose witnesses to an execution ?,DESC,manner,1,45
"who was in death of a salesman original movie , not 1985 ?",HUM,ind,3,5332
who was the author of `` john brown 's body '' ?,HUM,ind,3,876
what is the name of the police officer who tried to keep order in top cat 's neighborhood ?,HUM,ind,3,2079
what did dan aykroyd and john belushi quit saturday night live to become ?,ENTY,other,2,820
"what drink is formed of tequila , orange juice and galliano ?",ENTY,food,2,4284
what is an example of an actual case of using the fourteenth amendment ?,DESC,desc,1,998
what are the largest deserts in the world ?,LOC,other,4,4061
what is the nursery rhyme rock-a-by baby about ?,DESC,desc,1,2875
which radio stations air the jim bohannon radio talk show ?,HUM,gr,3,1469
how can i get someone 's phone number if i only have their screen name ?,DESC,manner,1,4589
about how many americans are still unaccounted for from the vietnam war ?,NUM,count,5,4848
how do you tell your parents you are dating an older man ?,DESC,manner,1,1167
"what is the best place to live in the world , considering climate , civilization ?",LOC,other,4,4885
what north american city sprouts the most parking meters ?,LOC,city,4,4928
what buxom blonde appeared on the cover of more than 5 magazines ?,HUM,ind,3,2786
what state in the united states covers the largest area ?,LOC,state,4,4406
who 's baby was sweet pea on the popeye cartoon ?,HUM,ind,3,3082
what debts did qintex group leave ?,NUM,money,5,3573
"who is the famous movie star who also acted as sewer commissioner of provo canyon , utah ?",HUM,ind,3,1872
who invented the fountain ?,HUM,ind,3,4021
what 's japan 's largest car manufacturer ?,HUM,gr,3,3745
how do you do a bibliography with an unknown author ?,DESC,manner,1,2321
what are pomegranates ?,DESC,def,1,4184
what 1915 film was the first to gross $5 million ?,ENTY,cremat,2,1007
who was hitler 's minister of propaganda ?,HUM,ind,3,3223
where can i find full written draft of ctbt ?,LOC,other,4,1265
what don mclean song laments the day buddy holly died ?,ENTY,cremat,2,5109
what pope inaugurated vatican international radio ?,HUM,ind,3,5210
who is snoopy 's arch-enemy ?,HUM,ind,3,55
"what does the word camaro mean , from the gm car the camaro ?",DESC,def,1,957
what is the regular price ?,NUM,money,5,1689
what is zionism ?,DESC,def,1,2655
what is a dangling participle ?,DESC,def,1,1762
what is the economic impact of unemployment on the economy ?,DESC,desc,1,1349
what mormon leader was said to have had 27 wives ?,HUM,ind,3,3027
how much did lucy van pelt originally charge for psychiatric sessions ?,NUM,money,5,5049
what is the chromosome number of an elephant ?,NUM,count,5,900
what country has the most coastline ?,LOC,country,4,5403
how far can a human eye see ?,NUM,dist,5,2832
who is the incredible hulk in reality ?,HUM,ind,3,3520
how many feet more than 2 is the average height of the great wall of china ?,NUM,count,5,5045
what kind of tree graces lebanon 's flag ?,ENTY,plant,2,1949
what year were the olympic games played in where nadia comaneci became popular ?,NUM,date,5,1929
how fast do cheetahs run ?,NUM,speed,5,1493
what book does holden caulfield appear in ?,ENTY,cremat,2,2145
what does the name jenna mean ?,DESC,def,1,5007
when was china 's first nuclear test ?,NUM,date,5,4292
name of scholar on whose literal translations from the chinese and japanese ezra pound depended ?,HUM,ind,3,1235
how do i find if my relatives were on the trail of tears ?,DESC,manner,1,3494
what corporation does madonna advertise for ?,HUM,gr,3,5277
what is d.b. cooper known for ?,DESC,reason,1,846
how do i contact answers.com ?,DESC,manner,1,2150
what company makes impulse hardening equipment ?,HUM,gr,3,3057
what soap was touted as being `` for people who like people '' ?,ENTY,product,2,827
what function does a community 's water tower serve ?,DESC,reason,1,440
when did muhammad live ?,NUM,date,5,551
who was garrett morgan married to ?,HUM,ind,3,2221
what 's the highest hand in straight poker ?,ENTY,other,2,2899
what is bill gates of microsoft e-mail address ?,LOC,other,4,625
how many stars are there in big dipper ?,NUM,count,5,2223
how many miles is it from ny to austria ?,NUM,count,5,5176
who 's the only u.s. president to have won a pulitzer prize ?,HUM,ind,3,5152
what stadium do the miami dolphins play their home games in ?,LOC,other,4,311
what is spaceball played on ?,DESC,def,1,2106
what new england state carries the telephone area code 27 ?,LOC,state,4,2724
how did the u.s. come into the possession of an empire in the wake of the spanish-american war ?,DESC,manner,1,2415
why are ice cream sundaes called sundaes ?,DESC,reason,1,4601
what are the benelux countries ?,LOC,country,4,872
what was the first minimum wage ?,NUM,money,5,3418
how many people died on south carolina highways in 1998 ?,NUM,count,5,4698
who was whitcomb judson ?,HUM,desc,3,2263
what is the most common name ?,HUM,ind,3,4873
what fuel do airplanes use ?,ENTY,substance,2,2267
whom did lauren bacall marry after her husband humphrey bogart died ?,HUM,ind,3,1650
when did the supercontinent pangaea break up ?,NUM,date,5,4118
what tv game show once saw a contestant admit to picking his toes in the shower ?,ENTY,cremat,2,375
who made the first airplane ?,HUM,gr,3,3589
what european country abandoned postage stamps in 1923 because printing them cost more than their face value ?,LOC,country,4,4675
what is the current ticket fare from from cairo to barbados ?,NUM,money,5,1804
"what is deadrise , nautical , ?",DESC,def,1,2036
"what country boasts cawdor castle , glamis castle , and blair castle ?",LOC,country,4,5011
"who is john macarthur , 1767-1834 ?",HUM,desc,3,3606
what game is garry kasparov really good at ?,ENTY,sport,2,1229
how many lawyers are there in the state of new jersey ?,NUM,count,5,1312
"where is it planned to berth the merchant ship , lane victory , which merchant marine veterans are converting into a floating museum ?",LOC,other,4,4840
what are the four largest mountain ranges on the asian continent ?,LOC,mount,4,2545
what is the difference between microprocessors & microcontrollers ?,DESC,desc,1,1109
what are the 7 articles of the constitution ?,ENTY,other,2,306
what was the `` dead man 's hand '' ?,DESC,def,1,5077
"how long is the world 's largest ship , in meters ?",NUM,dist,5,4056
who wrote `` much ado about nothing '' ?,HUM,ind,3,4789
how does a submarine operate ?,DESC,manner,1,5303
who was buffalo bill ?,HUM,desc,3,5447
what film canine is buried in pere-lachaise cemetery in paris ?,ENTY,animal,2,2349
what tv detective did craig stevens play ?,HUM,ind,3,3534
what is australia day ?,DESC,def,1,948
where do people mountain climb in nepal ?,LOC,mount,4,556
how long does cocaine stay in your system ?,NUM,period,5,3167
in the movie groundshog day what is the name of the character played by andie macdowell ?,HUM,ind,3,3328
what type of performer is ileana cotrubas ?,ENTY,other,2,1710
what is the name of dolly parton 's rarely seen husband ?,HUM,ind,3,4144
what was einstein 's iq ?,NUM,other,5,314
what day is known as the `` national day of prayer '' ?,NUM,date,5,2634
what causes someone to be ticklish ?,DESC,reason,1,1009
where is the location of the orange bowl ?,LOC,other,4,1450
how much salt is in the oceans ?,NUM,count,5,2212
whose kidnaping was termed the crime of the century ?,HUM,ind,3,2782
how many events make up the decathlon ?,NUM,count,5,4647
which is the wealthiest country in the world ?,LOC,country,4,676
"where was the cisalpine republic , 1797-185 , ?",LOC,other,4,1437
what did englishman john hawkins begin selling to new world colonists in 1562 ?,ENTY,other,2,3404
what is the oldest profession ?,HUM,title,3,8
what is a fear of fur ?,ENTY,dismed,2,1754
what is the snowiest city in the u.s. ?,LOC,city,4,2497
where do you find information about the queensland national competition policy,LOC,other,4,4908
what city boasts the billingsgate fishmarket ?,LOC,city,4,3879
where is the virtual desk reference ?,LOC,other,4,3850
what is the mission of nike ?,ENTY,event,2,2549
italy is the largest producer of what ?,ENTY,product,2,808
what famed tennis tournament 's men 's singles title was fred perry the last englishman to win ?,ENTY,sport,2,2262
jackson pollock is of what nationality ?,LOC,country,4,3369
who owns cnn ?,HUM,ind,3,4847
what was the name of the us helicopter pilot shot down over north korea ?,HUM,ind,3,4596
what frederick forsyth novel chronicles the toppling of an african government by mercenaries ?,ENTY,cremat,2,3741
when was cnn 's first broadcast ?,NUM,date,5,1550
"what was the name of the crimean meeting of roosevelt , churchill , and stalin ?",ENTY,event,2,3351
how many furlongs are there in a mile-and-a-quarter recetrack ?,NUM,count,5,3684
when is the jimmy buffett concert coming to the e center in camden nj ?,NUM,date,5,4673
what is a `` node '' in computer terms ?,DESC,def,1,4387
in what city or state do the most gay men live in ?,LOC,other,4,600
how many years do fossils take to form ?,NUM,count,5,140
what eating utensils are used for handicapped kids ?,ENTY,techmeth,2,3900
why are lions called `` king of the jungle '' ?,DESC,reason,1,2291
what penalty space lies between baltic avenue and reading railroad on a monopoly board ?,ENTY,other,2,1440
"what 's mrs. bridges 's job on tv 's upstairs , downstairs ?",HUM,title,3,4812
what does it take to be a hero ?,ENTY,other,2,3823
what canal does the thatcher ferry bridge span ?,LOC,other,4,2896
what is the theory of equivalence states ?,DESC,def,1,1539
how many sides does a heptagon have ?,NUM,count,5,5182
what 's the proud claim to fame of the young women who formed kappa alpha theta ?,DESC,reason,1,1989
when did amtrak begin operations ?,NUM,date,5,3147
what type of childhood did jules verne have ?,DESC,desc,1,3563
who is the antichrist ?,HUM,ind,3,2926
what is a fear of machinery ?,ENTY,dismed,2,4378
"what is a fear of odors , body , ?",ENTY,dismed,2,2069
name a south african diamond producer ?,HUM,gr,3,1796
what was the name of the director of the movie `` jaws '' ?,HUM,ind,3,3205
what boxer 's life story is titled raging bull ?,HUM,ind,3,1261
what is different about the red and black fox ?,DESC,desc,1,2884
what is the name of the kids ' show from canadian public tv with the singing pineapple ?,ENTY,cremat,2,3511
what actor 's autobiography is titled all my yesterdays ?,HUM,ind,3,451
what is the temperature today ?,NUM,temp,5,5450
what are a baseball team 's firemen ?,DESC,def,1,1626
what are the seven virtues ?,DESC,def,1,892
how long does it take sunlight to reach earth ?,NUM,period,5,1561
what was queen victoria 's title regarding india ?,HUM,title,3,708
what 's the international radio code word for the letter b ?,ENTY,word,2,1446
who portrayed portly criminologist carl hyatt on checkmate ?,HUM,ind,3,648
who is william wordsworth ?,HUM,desc,3,4057
aspartame is also called what ?,ENTY,termeq,2,3655
"what country claimed rubens , van dyck and bruegel as citizens ?",LOC,country,4,1330
in what year was the wall built ?,NUM,date,5,4181
what does a phobophobe fear ?,ENTY,other,2,3801
what is infomatics ?,DESC,def,1,3508
what is the name of the second space shuttle ?,ENTY,veh,2,1604
who fired maria ybarra from her position in san diego council ?,HUM,ind,3,797
which organization is the security council a part of ?,HUM,gr,3,2437
where did sarge steel get his metal hand ?,LOC,other,4,459
what is the rounded part on the top of a matchbook called ?,ENTY,termeq,2,4165
what award is the `` oscar '' of advertising ?,ENTY,other,2,2134
what female faith healer wrote the inspirational book i believe in miracles ?,HUM,ind,3,5022
who thought he 'd never see a poem lovely as a tree ?,HUM,ind,3,3454
what dummy received an honorary degree from northwestern university ?,HUM,ind,3,197
how was teddy roosevelt related to fdr ?,DESC,manner,1,2684
what country and western singer is known as the silver fox ?,LOC,country,4,1249
what are differences between 1980 and 1990 ?,DESC,desc,1,2836
what does the `` c '' stand for in the equation e=mc2 ?,ABBR,exp,0,2086
who is dear abby ?,HUM,desc,3,1092
where is the orange bowl ?,LOC,other,4,2338
"who portrayed fatman in the television show , `` jake and the fatman '' ?",HUM,ind,3,4622
how many more weeks of winter are there if a ground hog sees his shadow ?,NUM,count,5,2095
where did the inuits live ?,LOC,other,4,2473
what state is the filenes store located in ?,LOC,state,4,4136
what is the poetic meter of blank verse ?,DESC,def,1,5377
how many colored squares are there on a rubik 's cube ?,NUM,count,5,1866
what country did the nile river originate in ?,LOC,country,4,937
what does a farrier put shoes on ?,ENTY,other,2,3936
what is the softest part of the body ?,ENTY,body,2,4743
what was mao 's second name ?,HUM,ind,3,469
where did bill gates go to college ?,LOC,other,4,2420
who wrote the lyrics to porgy and bess ?,HUM,ind,3,4148
what ocean does mauritania border ?,LOC,other,4,1340
where is the highest point in japan ?,LOC,mount,4,110
what are some important events of the 1830 's ?,ENTY,event,2,1424
"what are the shoe sizes of o 'neal , jordan , and mutombo , the nba players ?",NUM,other,5,3348
what does elysium mean ?,DESC,def,1,1075
who was the lead actress in the movie ` sleepless in seattle ' ?,HUM,ind,3,274
what country is located at 13 degrees north latitude and 10 degrees east longitude ?,LOC,country,4,3647
what female painter produced primitives of rural new england life ?,HUM,ind,3,1725
what 's the hungarian word for pepper ?,ENTY,word,2,3891
what is state tree of nebraska ?,ENTY,plant,2,4832
how fast must a spacecraft travel to escape earth 's gravity ?,NUM,speed,5,3091
what are bellworts ?,DESC,def,1,1365
how many verses are in the bible ?,NUM,count,5,3614
what are the most common causes of death in the u.s. ?,DESC,reason,1,3535
how much money can a person be fined for having a dog on a beach ?,NUM,money,5,2744
what film featured a snarly character named kid shelleen ?,ENTY,cremat,2,4126
what beer 's name is translated as `` lion brew '' ?,ENTY,food,2,5425
what did brontosauruses eat ?,ENTY,food,2,272
what is the chemical symbol for nitrogen ?,ENTY,symbol,2,1909
who gave abbie hoffman his first dose of lsd ?,HUM,ind,3,3021
what software offers inventors use of cad-like design ?,ENTY,cremat,2,4418
what musical instrument did prewitt play in james jones 's from here to eternity ?,ENTY,instru,2,1362
name a country that is developing a magnetic levitation railway system ?,LOC,country,4,3621
who is ishmael in moby dick ?,HUM,desc,3,2225
what city has the world 's longest subway system ?,LOC,city,4,725
how many varieties of apple are there ?,NUM,count,5,2457
how does ultraviolet light damage the dna of skin cells ?,DESC,manner,1,2394
how is a hydrogen bomb different from a nuclear bomb ?,DESC,manner,1,709
what is beethoven 's 9th symphony called ?,ENTY,cremat,2,1195
what is the name of a language spoken by the sioux ?,ENTY,lang,2,3229
what city is wiener schnitzel named for ?,LOC,city,4,1162
what was the first country to put a second woman in space ?,LOC,country,4,3381
what `` magic '' does mandrake employ ?,ENTY,other,2,524
what u.s. state borders illinois to the north ?,LOC,state,4,562
what was the nickname of model leslie hornby ?,HUM,ind,3,4609
"how many times was pitcher , warren spahn , a 20-game winner in his 21 major league seasons ?",NUM,count,5,4071
how many vietnamese were there in the soviet union ?,NUM,count,5,837
who shot and killed himself while painting wheatfield with crows ?,HUM,ind,3,1543
what is the full form of .com ?,ABBR,exp,0,5
what state was named the green mountain state ?,LOC,state,4,2406
what country is the worlds leading supplier of cannabis ?,LOC,country,4,5112
what is the historical relationship of catholic church and bingo ?,DESC,desc,1,126
